,city,state,room_type,security_deposit,guests_included,extra_people,minimum_nights,maximum_nights,review_scores_rating
26411,BROOKLYN,NY,Entire home/apt,2000,1,0,2,1125,99
26412,NEW YORK,NY,Private room,0,1,30,1,1125,93
26413,BROOKLYN,NY,Entire home/apt,250,2,25,7,365,98
26414,LAHAINA,HI,Entire home/apt,500,4,25,3,30,98
26415,LOS ANGELES,CA,Shared room,300,1,0,2,30,89
26416,LOS ANGELES,CA,Entire home/apt,500,1,0,31,120,96
26417,BROOKLYN,NY,Private room,300,2,60,2,7,97
26418,WASHINGTON,DC,Entire home/apt,0,6,0,3,1125,91
26419,KAILUA-KONA,HI,Private room,0,1,0,2,30,91
26420,KAPOLEI,HI,Entire home/apt,0,6,0,6,90,80
26421,NEW YORK,NY,Shared room,0,1,0,3,10,100
26422,WASHINGTON,DC,Entire home/apt,500,1,0,30,1125,100
26423,BOSTON,MA,Entire home/apt,200,2,10,1,1125,95
26424,SAN JOSE,CA,Private room,300,1,0,5,28,93
26425,LOS ANGELES,CA,Hotel room,0,2,0,1,1125,100
26426,PASADENA,CA,Private room,0,1,0,2,7,80
26427,NEW YORK,NY,Shared room,100,1,75,3,300,92
26428,LOS ANGELES,CA,Private room,0,1,0,30,60,100
26429,RANCHO PALOS VERDES,CA,Private room,0,3,30,2,29,100
26430,LOS ANGELES,CA,Private room,500,1,29,5,1125,100
26431,SANTA CRUZ,CA,Entire home/apt,500,1,0,2,30,99
26432,LOS ANGELES,CA,Private room,150,2,20,7,1125,92
26433,SAN FRANCISCO,CA,Private room,0,1,0,7,21,88
26434,SAN JOSE,CA,Private room,0,1,15,1,60,100
26435,BROOKLYN,NY,Private room,0,1,10,2,1125,100
26436,WASHINGTON,DC,Entire home/apt,0,1,0,1,29,100
26437,BRONX,NY,Private room,0,1,0,1,1125,99
26438,WEST HOLLYWOOD,CA,Entire home/apt,850,1,0,30,1125,100
26439,PORTLAND,OR,Entire home/apt,750,5,0,2,1125,99
26440,LOS ANGELES,CA,Entire home/apt,100,2,15,3,365,98
26441,KIHEI,HI,Entire home/apt,0,1,0,2,1125,94
26442,WAILUKU,HI,Entire home/apt,200,5,0,2,17,99
26443,WASHINGTON,DC,Entire home/apt,0,4,50,3,1125,95
26444,CHICAGO,IL,Entire home/apt,0,4,100,2,1125,84
26445,SOUTH SAN FRANCISCO,CA,Entire home/apt,0,4,0,2,28,98
26446,LOS ANGELES,CA,Private room,150,2,0,1,30,98
26447,LOS ANGELES,CA,Entire home/apt,300,2,20,30,65,92
26448,LOS ANGELES,CA,Entire home/apt,0,4,60,1,1125,100
26449,AUSTIN,TX,Entire home/apt,0,1,0,1,30,100
26450,CAPTAIN COOK,HI,Entire home/apt,0,2,10,2,45,100
26451,CHICAGO,IL,Entire home/apt,500,1,0,3,1125,97
26452,NEW YORK,NY,Entire home/apt,0,1,50,3,7,98
26453,SAN DIEGO,CA,Private room,0,1,0,2,1125,90
26454,WAIKOLOA VILLAGE,HI,Entire home/apt,500,2,7,2,31,98
26455,AUSTIN,TX,Entire home/apt,0,1,0,2,90,100
26456,WASHINGTON,DC,Entire home/apt,0,5,0,2,1125,70
26457,SAN DIEGO,CA,Private room,100,1,15,1,1125,77
26458,NASHVILLE,TN,Entire home/apt,250,1,0,2,30,98
26459,ARCADIA,CA,Private room,0,1,10,2,28,99
26460,SAN JOSE,CA,Private room,250,1,0,1,30,99
26461,CHICAGO,IL,Shared room,100,1,10,1,1125,96
26462,BROOKLYN,NY,Private room,0,1,0,14,60,100
26463,CHICAGO,IL,Private room,0,1,0,1,8,96
26464,SAN JOSE,CA,Private room,300,1,0,1,1125,100
26465,NEW YORK,NY,Entire home/apt,500,1,0,30,365,84
26466,BOSTON,MA,Private room,0,1,20,5,14,93
26467,CHICAGO,IL,Shared room,100,1,10,1,1125,95
26468,PALO ALTO,CA,Private room,300,1,50,4,180,95
26469,HANALEI,HI,Entire home/apt,0,10,200,2,181,98
26470,SAN FRANCISCO,CA,Private room,0,1,0,1,1124,99
26471,NASHVILLE,TN,Private room,0,1,0,2,7,100
26472,NEW YORK,NY,Entire home/apt,0,1,0,3,14,100
26473,NEW ORLEANS,LA,Entire home/apt,1500,1,0,2,365,100
26474,BROOKLYN,NY,Private room,0,2,25,1,90,95
26475,DENVER,CO,Private room,0,4,20,1,31,91
26476,AUSTIN,TX,Private room,0,1,7,29,90,98
26477,LOS ANGELES,CA,Entire home/apt,100,1,15,1,32,98
26478,SAINT PAUL,MN,Entire home/apt,200,2,15,1,60,99
26479,SAN DIEGO,CA,Entire home/apt,0,1,20,2,3,100
26480,BROOKLYN,NY,Entire home/apt,0,1,10,2,4,94
26481,LOS ANGELES ,CA,Entire home/apt,0,1,0,4,1125,98
26482,SANTA CLARA,CA,Private room,0,1,0,2,16,98
26483,SANTA MONICA,CA,Private room,250,2,30,2,1125,99
26484,HERMOSA BEACH,CA,Entire home/apt,1500,1,0,30,365,100
26485,SAN JOSE,CA,Private room,300,1,0,1,1125,92
26486,SAN DIEGO,CA,Entire home/apt,1000,8,50,3,8,95
26487,VOLCANO,HI,Entire home/apt,200,1,0,2,1125,98
26488,LOS ANGELES,CA,Entire home/apt,200,6,10,30,1125,98
26489,SANTA CRUZ,CA,Entire home/apt,1000,1,0,2,1125,98
26490,BROOKLYN,NY,Entire home/apt,0,1,0,91,1125,96
26491,OAKLAND,CA,Private room,750,1,6,7,365,95
26492,DENVER,CO,Entire home/apt,200,1,0,1,31,96
26493,SAN FRANCISCO,CA,Entire home/apt,0,1,0,30,1125,100
26494,NEW YORK,NY,Entire home/apt,0,2,29,1,1125,100
26495,WAIKOLOA VILLAGE,HI,Private room,0,1,0,1,31,100
26496,WAIKOLOA,HI,Entire home/apt,0,1,0,3,21,80
26497,NEW YORK,NY,Private room,1350,1,0,30,1125,100
26498,PĀHOA,HI,Entire home/apt,0,1,0,3,45,98
26499,KAILUA-KONA,HI,Entire home/apt,0,1,0,5,30,95
26500,SEATTLE,WA,Entire home/apt,0,2,25,2,90,99
26501,CHULA VISTA,CA,Entire home/apt,800,6,30,2,14,97
26502,NEW YORK,NY,Private room,500,1,0,6,1125,96
26503,OAKLAND,CA,Entire home/apt,0,4,25,2,1125,88
26504,NEW ORLEANS,LA,Entire home/apt,200,2,10,2,1125,99
26505,MARINA DEL REY,CA,Entire home/apt,3200,1,0,3,1125,98
26506,WAIANAE,HI,Entire home/apt,147,2,25,30,365,95
26507,EAST PALO ALTO,CA,Entire home/apt,0,2,0,1,1125,98
26508,SAN FRANCISCO,CA,Private room,0,1,20,30,365,94
26509,PORTLAND,OR,Entire home/apt,200,2,0,30,356,97
26510,SAN DIEGO,CA,Entire home/apt,250,2,10,1,1125,100
26511,NASHVILLE,TN,Entire home/apt,100,6,10,2,1125,90
26512,SEATTLE,WA,Entire home/apt,450,4,25,30,1125,96
26513,NEW ORLEANS,LA,Entire home/apt,0,1,0,3,1125,98
26514,CHICAGO,IL,Private room,0,1,0,1,1125,97
26515,KAPAA,HI,Entire home/apt,0,1,0,1,30,92
26516,BOSTON,MA,Entire home/apt,200,6,50,3,12,97
26517,WASHINGTON,DC,Entire home/apt,0,4,25,1,14,98
26518,BOSTON,MA,Entire home/apt,250,2,0,2,1124,98
26519,NEW ORLEANS,LA,Entire home/apt,400,1,0,2,1125,95
26520,NEW YORK,NY,Entire home/apt,1000,1,0,14,60,100
26521,SEATTLE,WA,Entire home/apt,145,2,35,1,7,98
26522,CHICAGO,IL,Entire home/apt,100,1,20,3,1125,99
26523,BROOKLYN,NY,Private room,0,1,0,3,28,91
26524,NEW YORK,NY,Entire home/apt,2500,1,0,30,1125,90
26525,SEATTLE,WA,Entire home/apt,300,2,25,1,1125,96
26526,NEW ORLEANS,LA,Entire home/apt,1000,1,10,30,1125,99
26527,NEW ORLEANS,LA,Entire home/apt,0,4,25,2,1125,99
26528,SAN FRANCISCO,CA,Private room,0,1,15,2,30,97
26529,NEW ORLEANS,LA,Entire home/apt,500,6,75,1,6,95
26530,LA CAÑADA FLINTRIDGE,CA,Entire home/apt,0,1,0,3,120,98
26531,CHICAGO,IL,Entire home/apt,250,2,20,3,1125,87
26532,DALY CITY,CA,Shared room,0,1,15,7,1125,92
26533,SEATTLE,WA,Entire home/apt,0,1,0,30,1125,97
26534,EL SEGUNDO,CA,Entire home/apt,0,4,25,2,200,98
26535,SAN DIEGO,CA,Entire home/apt,400,2,5,2,1125,100
26536,OAKLAND,CA,Entire home/apt,250,4,25,2,31,96
26537,NEW YORK,NY,Entire home/apt,1000,1,50,7,1125,100
26538,HONOLULU,HI,Entire home/apt,0,1,0,1,1125,95
26539,BOSTON,MA,Entire home/apt,0,1,0,1,1125,94
26540,NEW YORK,NY,Private room,150,2,50,3,15,98
26541,SEATTLE,WA,Entire home/apt,150,2,0,1,29,98
26542,CUPERTINO,CA,Private room,0,1,0,1,1125,100
26543,BROOKLYN,NY,Entire home/apt,0,1,0,3,15,100
26544,WASHINGTON,DC,Entire home/apt,0,1,0,2,1125,99
26545,HALEIWA,HI,Entire home/apt,500,1,0,3,35,97
26546,SAN DIEGO,CA,Entire home/apt,0,1,0,2,1125,96
26547,NEW YORK,NY,Entire home/apt,500,3,29,6,20,93
26548,MARINA DEL REY,CA,Entire home/apt,0,6,32,3,1125,100
26549,NASHVILLE,TN,Entire home/apt,0,2,0,1,365,96
26550,HALEIWA,HI,Entire home/apt,300,4,50,3,30,93
26551,BROOKLYN,NY,Private room,0,1,0,2,30,97
26552,KAILUA-KONA,HI,Private room,0,2,0,1,21,97
26553,AUSTIN,TX,Private room,100,1,0,2,1125,100
26554,WASHINGTON,DC,Private room,0,1,0,7,1125,95
26555,NEW YORK,NY,Private room,0,1,0,7,1125,93
26556,BROOKLYN,NY,Entire home/apt,800,2,10,2,10,100
26557,NEW ORLEANS,LA,Entire home/apt,300,4,30,7,60,100
26558,KIHEI,HI,Entire home/apt,200,2,50,1,1125,87
26559,NEW YORK,NY,Private room,0,1,0,1,28,100
26560,PRINCEVILLE,HI,Entire home/apt,100,2,100,1,1125,98
26561,ROWLAND HEIGHTS,CA,Private room,100,1,5,1,1125,84
26562,QUEENS,NY,Private room,100,1,0,4,7,98
26563,NASHVILLE,TN,Entire home/apt,300,8,20,1,365,98
26564,NASHVILLE,TN,Hotel room,0,2,20,1,365,92
26565,PASADENA,CA,Entire home/apt,0,1,0,30,149,100
26566,CHICAGO,IL,Private room,0,1,20,3,9,98
26567,SAN DIEGO,CA,Entire home/apt,400,4,5,2,1125,97
26568,MALIBU,CA,Entire home/apt,0,4,41,1,1125,99
26569,LOS ANGELES,CA,Entire home/apt,0,1,0,6,1125,100
26570,CHICAGO,IL,Entire home/apt,0,2,0,1,1125,100
26571,NEW YORK,NY,Private room,0,1,10,1,60,94
26572,SAN FRANCISCO,CA,Entire home/apt,300,4,60,30,120,96
26573,NEW YORK,NY,Private room,0,1,0,2,90,93
26574,NASHVILLE,TN,Entire home/apt,500,1,0,2,360,100
26575,NEW YORK,NY,Entire home/apt,500,1,0,30,1125,88
26576,CHICAGO,IL,Entire home/apt,450,5,0,2,1125,98
26577,BEVERLY HILLS,CA,Entire home/apt,0,2,0,31,90,96
26578,PASADENA,CA,Entire home/apt,700,4,45,3,90,99
26579,SAN DIEGO,CA,Entire home/apt,0,1,0,2,1125,90
26580,WASHINGTON,DC,Entire home/apt,0,1,0,2,29,95
26581,MINNEAPOLIS,MN,Private room,0,1,0,1,3,80
26582,LOS ANGELES,CA,Private room,0,1,25,30,1125,100
26583,DENVER,CO,Entire home/apt,250,1,0,30,90,95
26584,WASHINGTON,DC,Entire home/apt,0,1,0,30,1125,100
26585,BROOKLYN,NY,Entire home/apt,0,3,40,3,60,100
26586,MOUNTAIN VIEW,CA,Private room,100,1,10,2,1125,100
26587,SEATTLE,WA,Entire home/apt,0,1,0,2,14,98
26588,WASHINGTON,DC,Private room,0,1,0,1,29,94
26589,KAILUA-KONA,HI,Entire home/apt,250,4,25,3,365,96
26590,SAN DIEGO,CA,Entire home/apt,0,1,0,1,1125,96
26591,ISLE,MN,Entire home/apt,250,7,25,5,14,100
26592,NEW YORK,NY,Entire home/apt,0,1,0,4,7,96
26593,OAKLAND,CA,Entire home/apt,1500,6,50,1,21,100
26594,LAHAINA,HI,Entire home/apt,0,4,0,1,1125,20
26595,BROOKLYN,NY,Private room,0,1,30,2,60,99
26596,GLENDALE,CA,Private room,0,1,0,1,10,100
26597,WASHINGTON,DC,Entire home/apt,0,5,25,3,365,97
26598,PLAYA DEL REY,CA,Entire home/apt,0,6,0,2,29,97
26599,PORTLAND,OR,Entire home/apt,500,1,0,4,40,100
26600,OAKLAND,CA,Entire home/apt,0,1,0,2,5,100
26601,CHICAGO,IL,Entire home/apt,0,2,20,1,3,63
26602,REDONDO BEACH,CA,Entire home/apt,1000,1,0,2,365,97
26603,WHITE BEAR LAKE,MN,Entire home/apt,100,2,5,2,31,99
26604,HONOLULU,HI,Entire home/apt,0,2,17,1,365,85
26605,CHICAGO,IL,Entire home/apt,300,3,10,1,365,97
26606,KAILUA-KONA,HI,Entire home/apt,0,2,10,2,30,98
26607,AUSTIN,TX,Entire home/apt,0,1,0,1,5,99
26608,STUDIO CITY,CA,Entire home/apt,250,1,0,1,1125,84
26609,SAN DIEGO,CA,Entire home/apt,250,5,50,2,1125,99
26610,BROOKLYN,NY,Entire home/apt,350,1,25,2,1125,90
26611,SAN DIEGO,CA,Entire home/apt,0,8,30,2,29,98
26612,MINNEAPOLIS,MN,Private room,500,2,25,2,10,100
26613,DENVER,CO,Entire home/apt,0,2,15,2,1125,99
26614,HACIENDA HEIGHTS,CA,Entire home/apt,2000,15,40,2,1125,98
26615,KIHEI,HI,Entire home/apt,300,2,10,4,28,96
26616,NASHVILLE,TN,Hotel room,0,4,60,1,1125,97
26617,LONG BEACH,CA,Entire home/apt,850,8,20,1,1125,97
26618,SAINT PAUL,MN,Entire home/apt,200,4,25,2,1125,93
26619,NEW YORK,NY,Entire home/apt,200,4,30,3,14,100
26620,BROOKLYN,NY,Entire home/apt,0,1,0,3,1125,97
26621,LONG BEACH,CA,Entire home/apt,250,10,15,3,29,95
26622,NEW ORLEANS,LA,Entire home/apt,0,2,50,2,30,97
26623,WASHINGTON,DC,Entire home/apt,0,2,5,2,30,100
26624,BROOKLYN,NY,Entire home/apt,500,3,15,2,60,97
26625,LONG BEACH,CA,Hotel room,150,2,35,1,100,88
26626,NEW YORK,NY,Entire home/apt,200,1,0,3,365,93
26627,QUEENS,NY,Entire home/apt,200,4,15,1,30,95
26628,QUEENS,NY,Private room,150,1,15,2,1125,100
26629,WASHINGTON,DC,Entire home/apt,100,1,25,2,25,100
26630,DENVER,CO,Entire home/apt,0,2,10,1,1125,80
26631,LOS ANGELES,CA,Entire home/apt,250,1,0,2,1125,95
26632,CULVER CITY,CA,Entire home/apt,250,2,10,1,28,97
26633,DENVER,CO,Entire home/apt,0,6,25,2,6,100
26634,SAN JOSE,CA,Private room,0,1,15,2,300,83
26635,ALTADENA,CA,Entire home/apt,200,2,25,4,1125,88
26636,AUSTIN,TX,Entire home/apt,150,2,15,2,1125,100
26637,SEATTLE,WA,Entire home/apt,0,8,40,2,14,100
26638,KAANAPALI,HI,Entire home/apt,0,1,0,3,182,92
26639,CHICAGO,IL,Entire home/apt,250,6,50,5,1125,93
26640,NEW ORLEANS,LA,Entire home/apt,1000,5,50,30,1125,93
26641,NASHVILLE,TN,Entire home/apt,4170,10,0,1,365,100
26642,SAN DIEGO,CA,Entire home/apt,0,4,20,2,1125,96
26643,HONOLULU,HI,Entire home/apt,100,1,20,1,31,88
26644,LOS ANGELES,CA,Entire home/apt,1000,8,50,2,1125,100
26645,WASHINGTON,DC,Private room,0,1,0,2,1125,97
26646,LOS ANGELES,CA,Private room,0,2,20,1,30,100
26647,AUSTIN,TX,Entire home/apt,0,1,0,2,180,98
26648,NEW YORK,NY,Entire home/apt,0,2,25,5,1125,80
26649,LOS ANGELES,CA,Entire home/apt,500,2,15,30,1125,98
26650,WASHINGTON,DC,Entire home/apt,0,1,0,2,1125,100
26651,LONG BEACH,CA,Entire home/apt,300,3,25,3,1125,99
26652,BROOKLYN,NY,Private room,0,1,75,2,14,96
26653,BROOKLYN,NY,Entire home/apt,0,2,50,7,1125,100
26654,LOS ANGELES,CA,Entire home/apt,0,8,0,1,28,90
26655,HŌLUALOA,HI,Entire home/apt,200,2,50,7,30,97
26656,DENVER,CO,Entire home/apt,0,1,0,1,1125,100
26657,ANNANDALE,MN,Entire home/apt,250,2,45,3,14,95
26658,BROOKLYN,NY,Entire home/apt,400,8,40,4,21,100
26659,NEW YORK,NY,Entire home/apt,250,2,25,4,1125,91
26660,WASHINGTON,DC,Entire home/apt,0,2,30,20,90,100
26661,NEW YORK,NY,Private room,0,1,0,5,21,80
26662,ELMHURST,NY,Shared room,110,1,31,1,30,96
26663,LOS ANGELES,CA,Entire home/apt,0,1,0,30,1125,100
26664,HERMOSA BEACH,CA,Entire home/apt,5000,4,30,30,1125,97
26665,CHICAGO,IL,Private room,0,1,0,3,30,87
26666,QUEENS,NY,Private room,0,1,10,30,1125,100
26667,EAST PALO ALTO,CA,Private room,500,1,30,7,120,100
26668,NEW ORLEANS,LA,Entire home/apt,150,1,0,1,90,89
26669,SUNNYVALE,CA,Entire home/apt,0,1,0,3,1125,97
26670,SAN DIEGO,CA,Entire home/apt,250,4,0,1,60,97
26671,BRONX,NY,Private room,0,1,6,3,32,97
26672,WASHINGTON,DC,Entire home/apt,0,1,0,1,1125,93
26673,OAKLAND,CA,Entire home/apt,0,1,10,30,90,90
26674,KAILUA-KONA,HI,Entire home/apt,0,2,15,2,1125,87
26675,SANTA CLARA,CA,Entire home/apt,750,5,25,3,1125,97
26676,KIHEI,HI,Entire home/apt,0,6,0,3,30,100
26677,NEW YORK,NY,Entire home/apt,400,1,0,3,1125,98
26678,BROOKLYN,NY,Private room,0,1,0,2,6,98
26679,DENVER,CO,Private room,500,2,25,1,1125,93
26680,AUSTIN,TX,Entire home/apt,100,1,0,30,1125,100
26681,BROOKLYN,NY,Private room,300,1,25,5,30,97
26682,MARINA DEL REY,CA,Entire home/apt,500,4,0,30,1124,100
26683,BROOKLYN,NY,Private room,0,1,25,3,30,87
26684,CHULA VISTA,CA,Entire home/apt,100,2,0,3,120,100
26685,WASHINGTON,DC,Entire home/apt,500,2,25,3,30,94
26686,PRINCEVILLE,HI,Entire home/apt,0,2,15,3,1125,99
26687,BROOKLYN,NY,Entire home/apt,0,4,20,10,14,90
26688,COLUMBUS,OH,Entire home/apt,500,3,35,1,29,96
26689,PRINCEVILLE,HI,Entire home/apt,500,4,0,3,60,97
26690,NEW ORLEANS,LA,Entire home/apt,500,4,0,1,1125,85
26691,FLUSHING,NY,Private room,0,2,10,14,365,89
26692,LOS ANGELES,CA,Entire home/apt,200,2,0,31,365,97
26693,SAN DIEGO,CA,Private room,100,1,0,1,1125,100
26694,INGLEWOOD,CA,Entire home/apt,500,4,30,5,1125,90
26695,NASHVILLE,TN,Entire home/apt,150,2,15,1,1125,100
26696,KOLOA,HI,Entire home/apt,0,1,0,2,365,97
26697,NEW ORLEANS,LA,Entire home/apt,100,2,50,30,30,92
26698,WAIANAE,HI,Entire home/apt,500,4,0,10,60,97
26699,KAILUA-KONA,HI,Entire home/apt,0,1,0,7,7,100
26700,PASADENA,CA,Entire home/apt,100,2,0,2,5,96
26701,PRINCEVILLE,HI,Entire home/apt,500,1,0,4,365,98
26702,SAN FRANCISCO,CA,Entire home/apt,500,1,0,5,30,98
26703,NASHVILLE,TN,Entire home/apt,500,6,0,1,1125,99
26704,LOS ANGELES,CA,Entire home/apt,750,4,20,3,1125,100
26705,CHICAGO,IL,Entire home/apt,350,7,40,3,25,100
26706,STATEN ISLAND,NY,Entire home/apt,0,2,25,5,9,93
26707,NEW ORLEANS,LA,Entire home/apt,0,1,0,2,1125,87
26708,MINNEAPOLIS,MN,Entire home/apt,400,8,10,3,1125,97
26709,SAN DIEGO,CA,Private room,0,1,20,3,1125,99
26710,NASHVILLE,TN,Entire home/apt,250,1,0,2,1125,100
26711,CULVER CITY,CA,Private room,0,1,25,1,1125,90
26712,WASHINGTON,DC,Entire home/apt,250,1,0,1,29,98
26713,NEW ORLEANS,LA,Entire home/apt,350,1,0,2,28,90
26714,NASHVILLE,TN,Entire home/apt,150,4,0,1,30,99
26715,NEW YORK,NY,Private room,0,1,20,2,20,98
26716,SEATTLE,WA,Entire home/apt,0,1,0,60,1125,100
26717,NEW YORK,NY,Entire home/apt,0,2,29,1,1125,87
26718,PĀHOA,HI,Private room,0,1,0,2,22,96
26719,NASHVILLE,TN,Entire home/apt,500,1,0,2,1125,100
26720,WASHINGTON,DC,Private room,0,1,20,1,799,100
26721,MILPITAS,CA,Private room,0,1,0,1,1125,100
26722,PRINCEVILLE,HI,Entire home/apt,0,1,0,3,60,96
26723,BROOKLYN,NY,Private room,0,1,30,3,1125,86
26724,SAN FRANCISCO,CA,Private room,0,4,25,1,1125,100
26725,BROOKLYN,NY,Private room,0,1,0,3,13,100
26726,LOS ANGELES,CA,Entire home/apt,0,1,0,2,15,93
26727,SAN DIEGO,CA,Entire home/apt,1000,8,25,3,29,96
26728,WASHINGTON,DC,Entire home/apt,0,4,20,4,160,93
26729,CHICAGO,IL,Entire home/apt,0,1,0,2,28,100
26730,BROOKLYN,NY,Private room,0,1,20,3,10,100
26731,LAHAINA,HI,Entire home/apt,300,2,10,5,70,100
26732,NEW ORLEANS,LA,Private room,0,1,25,1,31,95
26733,SAN JOSE,CA,Private room,0,1,0,31,1125,100
26734,LYNWOOD,CA,Private room,0,1,0,1,25,83
26735,CHICAGO,IL,Entire home/apt,100,2,20,1,365,98
26736,SANTA CRUZ,CA,Entire home/apt,2000,1,0,31,180,100
26737,BROOKLYN,NY,Private room,0,1,0,3,15,100
26738,SEATTLE,WA,Private room,0,1,10,1,1125,96
26739,WASHINGTON,DC,Entire home/apt,200,1,5,1,1125,94
26740,CANOGA PARK,CA,Entire home/apt,100,1,30,4,15,100
26741,SANTA MONICA,CA,Entire home/apt,0,1,0,31,50,80
26742,CHICAGO,IL,Private room,0,1,0,1,3,97
26743,HOLLYWOOD,CA,Entire home/apt,0,3,25,2,60,94
26744,NEW YORK,NY,Entire home/apt,1000,1,0,30,93,100
26745,HONOLULU,HI,Entire home/apt,0,1,0,4,14,100
26746,MAKAWAO,HI,Entire home/apt,100,1,0,1,30,93
26747,DUARTE,CA,Private room,0,1,0,1,1125,100
26748,AUSTIN,TX,Entire home/apt,600,1,0,2,90,98
26749,WASHINGTON,DC,Entire home/apt,0,1,0,2,7,100
26750,BROOKLYN,NY,Private room,100,1,20,1,7,100
26751,AUSTIN,TX,Entire home/apt,1500,4,50,2,1125,100
26752,NASHVILLE,TN,Entire home/apt,200,2,30,1,1125,99
26753,BROOKLYN,NY,Private room,0,1,15,2,1125,90
26754,CHICAGO,IL,Private room,0,2,12,1,1125,75
26755,NEW ORLEANS,LA,Private room,0,1,0,2,1125,99
26756,NEW YORK,NY,Entire home/apt,0,1,0,30,1125,100
26757,HONOLULU,HI,Entire home/apt,500,2,10,2,60,96
26758,SEATTLE,WA,Entire home/apt,150,1,0,1,1125,98
26759,SAN DIEGO,CA,Entire home/apt,0,1,0,2,1125,90
26760,NASHVILLE,TN,Entire home/apt,100,3,25,2,1125,80
26761,SAN DIEGO,CA,Entire home/apt,200,3,25,1,60,97
26762,QUEENS,NY,Private room,200,1,30,1,7,99
26763,DORCHESTER,MA,Private room,0,1,0,91,1125,82
26764,AUSTIN,TX,Entire home/apt,0,2,0,2,1125,94
26765,LOS ANGELES,CA,Entire home/apt,300,2,9,1,1125,96
26766,NEW YORK,NY,Entire home/apt,95,1,0,2,9,80
26767,SAN DIEGO,CA,Entire home/apt,500,1,0,3,28,91
26768,BOSTON,MA,Entire home/apt,0,1,0,2,14,100
26769,KAPAA,HI,Entire home/apt,500,4,10,3,45,100
26770,AUSTIN,TX,Entire home/apt,0,2,25,100,365,91
26771,BROOKLYN ,NY,Entire home/apt,0,1,0,2,1125,96
26772,REDONDO BEACH,CA,Private room,0,1,0,1,1125,98
26773,WASHINGTON,DC,Entire home/apt,0,1,0,2,1125,94
26774,SAN DIEGO,CA,Private room,0,4,20,2,15,100
26775,BROOKLYN,NY,Entire home/apt,350,3,15,3,28,99
26776,WASHINGTON,DC,Private room,0,1,40,2,1125,93
26777,OAKLAND,CA,Entire home/apt,200,4,0,5,1125,96
26778,SAN DIEGO,CA,Entire home/apt,0,2,15,2,28,94
26779,WASHINGTON,DC,Entire home/apt,300,4,10,2,28,98
26780,SAN DIEGO,CA,Entire home/apt,1500,1,0,2,1125,100
26781,HALF MOON BAY,CA,Entire home/apt,200,4,0,1,30,99
26782,COLUMBUS,OH,Entire home/apt,100,3,15,2,30,89
26783,SAN DIEGO,CA,Entire home/apt,0,1,0,3,14,100
26784,SEATTLE,WA,Entire home/apt,500,1,10,1,13,89
26785,ALTADENA,CA,Entire home/apt,200,3,25,3,14,95
26786,QUEENS,NY,Entire home/apt,0,1,0,21,31,96
26787,PORTLAND,OR,Entire home/apt,700,6,75,2,60,96
26788,LOS ANGELES COUNTY,CA,Private room,0,1,35,1,1125,98
26789,BROOKLYN,NY,Entire home/apt,250,2,35,3,120,98
26790,BURBANK,CA,Entire home/apt,0,2,20,30,1125,99
26791,DENVER,CO,Private room,0,1,15,4,120,97
26792,NEW ORLEANS,LA,Entire home/apt,350,1,0,30,365,95
26793,LONG BEACH,CA,Hotel room,500,2,10,1,365,86
26794,SAN FRANCISCO,CA,Private room,600,2,50,1,30,100
26795,LOS ANGELES,CA,Entire home/apt,199,4,25,1,25,95
26796,PORTLAND,OR,Entire home/apt,250,4,50,30,1125,100
26797,SAN DIEGO,CA,Entire home/apt,300,2,0,90,1124,98
26798,LOS ANGELES,CA,Private room,500,1,25,31,360,100
26799,MONTEREY PARK,CA,Entire home/apt,150,1,0,2,1125,93
26800,SEATTLE,WA,Entire home/apt,500,1,0,3,7,96
26801,LOS ANGELES,CA,Private room,0,1,50,1,21,100
26802,LOS ANGELES,CA,Entire home/apt,100,2,25,31,1125,87
26803,BROOKLYN,NY,Entire home/apt,300,1,0,8,31,100
26804,CHICAGO,IL,Entire home/apt,600,5,50,2,30,100
26805,CHICAGO,IL,Entire home/apt,0,3,20,2,8,99
26806,NEW YORK,NY,Entire home/apt,0,1,0,2,1125,100
26807,SAN FRANCISCO,CA,Entire home/apt,0,1,0,2,7,100
26808,LONG BEACH,CA,Entire home/apt,200,2,0,1,27,99
26809,MALIBU,CA,Entire home/apt,2500,7,75,5,360,100
26810,LOS ANGELES,CA,Private room,450,1,10,2,365,85
26811,LENNOX,CA,Entire home/apt,100,3,25,2,1125,95
26812,AUSTIN,TX,Entire home/apt,300,1,20,3,1125,95
26813,CHICAGO,IL,Entire home/apt,100,8,0,1,1125,100
26814,SAN DIEGO,CA,Private room,0,1,8,1,1125,100
26815,BROOKLYN,NY,Private room,0,1,0,3,1125,95
26816,SAN DIEGO,CA,Entire home/apt,300,1,0,2,29,98
26817,HONOLULU,HI,Private room,0,1,0,1,14,100
26818,CHICAGO,IL,Private room,0,1,0,1,2,100
26819,CHICAGO,IL,Private room,1500,2,35,2,1125,80
26820,NASHVILLE,TN,Entire home/apt,0,1,0,2,1125,100
26821,NEW YORK,NY,Entire home/apt,250,2,35,2,5,99
26822,BROOKLYN,NY,Private room,0,1,10,2,1125,90
26823,SAN DIEGO,CA,Private room,0,1,10,2,90,96
26824,MONROVIA,CA,Private room,0,1,10,1,1125,88
26825,WASHINGTON,DC,Private room,250,1,39,2,30,99
26826,KAILUA,HI,Entire home/apt,0,1,0,5,60,92
26827,AUSTIN,TX,Entire home/apt,200,1,0,5,365,98
